Compound,MarmID,Lesion,TP1_MeanHU,TP2_MeanHU,TP3_MeanHU,TP4_MeanHU,TP5_MeanHU,TP6_MeanHU,TP1_MedianHU,TP2_MedianHU,TP3_MedianHU,TP4_MedianHU,TP5_MedianHU,TP6_MedianHU,TP1_StandDevHU,TP2_StandDevHU,TP3_StandDevHU,TP4_StandDevHU,TP5_StandDevHU,TP6_StandDevHU,TP1_MeanSUV,TP2_MeanSUV,TP3_MeanSUV,TP4_MeanSUV,TP5_MeanSUV,TP6_MeanSUV,TP1_MedianSUV,TP2_MedianSUV,TP3_MedianSUV,TP4_MedianSUV,TP5_MedianSUV,TP6_MedianSUV,TP1_StandDevSUV,TP2_StandDevSUV,TP3_StandDevSUV,TP4_StandDevSUV,TP5_StandDevSUV,TP6_StandDevSUV,TP1_MaxSUV,TP2_MaxSUV,TP3_MaxSUV,TP4_MaxSUV,TP5_MaxSUV,TP6_MaxSUV,TP1_HighSUV,TP2_HighSUV,TP3_HighSUV,TP4_HighSUV,TP5_HighSUV,TP6_HighSUV,TP1_VOLMORE1p5_SUV,TP2_VOLMORE1p5_SUV,TP3_VOLMORE1p5_SUV,TP4_VOLMORE1p5_SUV,TP5_VOLMORE1p5_SUV,TP6_VOLMORE1p5_SUV,TP1_VOLMORE2_SUV,TP2_VOLMORE2_SUV,TP3_VOLMORE2_SUV,TP4_VOLMORE2_SUV,TP5_VOLMORE2_SUV,TP6_VOLMORE2_SUV,TP1_TLG_SUV,TP2_TLG_SUV,TP3_TLG_SUV,TP4_TLG_SUV,TP5_TLG_SUV,TP6_TLG_SUV,TP1_TLG_HardPlusSoft_SUV,TP2_TLG_HardPlusSoft_SUV,TP3_TLG_HardPlusSoft_SUV,TP4_TLG_HardPlusSoft_SUV,TP5_TLG_HardPlusSoft_SUV,TP6_TLG_HardPlusSoft_SUV,TP1_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP2_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP3_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP4_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP5_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP6_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP1_SoftVol,TP2_SoftVol,TP3_SoftVol,TP4_SoftVol,TP5_SoftVol,TP6_SoftVol,TP1_HardVol,TP2_HardVol,TP3_HardVol,TP4_HardVol,TP5_HardVol,TP6_HardVol,TP1_log10CFU,TP2_log10CFU,TP3_log10CFU,TP4_log10CFU,TP5_log10CFU,TP6_log10CFU,TP1_LesionType,TP2_LesionType,TP3_LesionType,TP4_LesionType,TP5_LesionType,TP6_LesionType,TP1_FinalLesionType,TP2_FinalLesionType,TP3_FinalLesionType,TP4_FinalLesionType,TP5_FinalLesionType,TP6_FinalLesionType,TP1_Consolidate,TP2_Consolidate,TP3_Consolidate,TP4_Consolidate,TP5_Consolidate,TP6_Consolidate,TP1_Contour,TP2_Contour,TP3_Contour,TP4_Contour,TP5_Contour,TP6_Contour,UMAP1,UMAP2,cluster,classif
MOX+RIF,BO38,9,-193.57,-162.98,-194.48,-260.17,-241.44,-304.83,-166.0,-107.0,-187.0,-243.0,-213.0,-282.0,174.8,183.95,148.85,181.4,154.18,163.05,1.84,2.69,1.2,0.67,0.52,0.35,1.69,2.54,1.09,0.63,0.49,0.34,0.78,1.32,0.52,0.21,0.15,0.07,3.9,6.11,2.54,1.31,0.86,0.58,0.04,0.11,0.02,0.0,0.0,0.0,0.04,0.11,0.02,0.0,0.0,0.0,0.03,0.09,0.01,0.0,0.0,0.0,0.14,0.37,0.1,0.05,0.02,0.01,0.14,0.36,0.09,0.04,0.02,0.01,0.010256410256410256,0.01800327332242226,0.007874015748031496,0.0,0.0,0.0,0.04,0.05,0.04,0.04,0.02,0.02,0.04,0.08,0.03,0.02,0.01,0.01,,,,,,0.48,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 09 Day 033 FG,Lesion 09 Day 046 FG,Lesion 09 Day 062 FG,Lesion 09 Day 074 FG,Lesion 09 Day 088 FG,Lesion 09 Day 102 FG,1.0674901,5.663598,10,cool
MOX+RIF,BO38,10,-376.17,-271.45,-359.39,-427.73,-435.14,-484.53,-392.0,-268.0,-363.0,-454.0,-455.0,-502.0,160.49,154.92,148.59,142.94,123.57,112.66,0.73,1.16,0.54,0.57,0.72,0.55,0.73,1.16,0.55,0.55,0.69,0.53,0.09,0.25,0.04,0.08,0.1,0.06,0.94,1.64,0.63,0.8,0.97,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,0.48,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 10 Day 033 FG,Lesion 10 Day 046 FG,Lesion 10 Day 062 FG,Lesion 10 Day 074 FG,Lesion 10 Day 088 FG,Lesion 10 Day 102 FG,8.448871,6.5197163,8,cool
MOX+RIF,BO38,11,-268.34,-117.84,-134.2,-154.65,-239.25,-268.9,-287.0,-53.0,-75.0,-122.0,-206.0,-267.0,188.5,166.59,187.6,174.22,204.68,191.21,1.52,3.76,1.79,1.17,0.71,0.42,1.39,3.7,1.59,1.15,0.71,0.42,0.52,1.39,0.87,0.43,0.15,0.05,3.24,7.41,3.94,2.21,1.06,0.55,0.06,0.23,0.15,0.04,0.0,0.0,0.06,0.23,0.15,0.04,0.0,0.0,0.03,0.21,0.11,0.01,0.0,0.0,0.21,0.9,0.52,0.22,0.1,0.04,0.19,0.89,0.51,0.22,0.09,0.04,0.037037037037037035,0.0310391363022942,0.03807106598984771,0.01809954751131222,0.0,0.0,0.08,0.07,0.1,0.08,0.07,0.06,0.05,0.17,0.18,0.1,0.07,0.03,,,,,,0.96,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,true,true,true,true,true,true,Lesion 11az11b Day 033 FG,Lesion 11az11b Day 046 FG,Lesion 11az11b Day 062 FG,Lesion 11az11b Day 074 FG,Lesion 11az11b Day 088 FG,Lesion 11az11b Day 102 FG,-0.064799786,6.5183773,2,hot
MOX+RIF,BO38,12,-32.87,12.15,-0.22,20.03,20.3,13.36,4.0,15.0,9.0,22.0,21.0,16.0,112.03,41.82,64.99,41.38,47.36,44.61,3.3,5.6,2.61,1.86,1.99,0.98,3.32,5.59,2.58,1.7,1.96,0.92,1.18,1.88,0.78,0.8,0.59,0.32,5.87,9.27,4.46,4.17,3.35,1.78,0.12,0.43,0.16,0.12,0.12,0.01,0.12,0.43,0.16,0.12,0.12,0.01,0.11,0.43,0.14,0.07,0.08,0.0,0.44,2.44,0.45,0.35,0.3,0.15,0.44,2.44,0.45,0.35,0.3,0.15,0.0068143100511073255,0.04638619201725998,0.036781609195402305,0.028776978417266185,0.03571428571428571,0.0056179775280898875,0.02,0.0,0.01,0.0,0.0,0.0,0.11,0.43,0.17,0.19,0.15,0.15,,,,,,0.96,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 12 Day 033 FG,Lesion 12 Day 046 FG,Lesion 12 Day 062 FG,Lesion 12 Day 074 FG,Lesion 12 Day 088 FG,Lesion 12 Day 102 FG,-0.59902114,8.418553,2,hot
MOX+RIF,BO38,13,-295.85,-192.59,-243.55,-307.05,-298.25,-361.67,-307.0,-143.0,-228.0,-308.0,-290.0,-372.0,187.86,175.83,177.98,169.8,154.01,146.19,1.61,3.59,1.49,0.83,0.4,0.24,1.4,3.11,1.29,0.75,0.34,0.23,0.81,1.86,0.73,0.39,0.13,0.03,4.11,9.07,3.95,2.19,0.84,0.36,0.04,0.23,0.07,0.01,0.0,0.0,0.04,0.23,0.07,0.01,0.0,0.0,0.02,0.2,0.04,0.0,0.0,0.0,0.15,0.92,0.29,0.13,0.04,0.02,0.13,0.89,0.27,0.12,0.04,0.02,0.0,0.02535832414553473,0.017721518987341773,0.004566210045662101,0.0,0.0,0.05,0.11,0.11,0.1,0.07,0.07,0.03,0.13,0.07,0.03,0.02,0.01,,,,,,0.96,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 13 Day 033 FG,Lesion 13 Day 046 FG,Lesion 13 Day 062 FG,Lesion 13 Day 074 FG,Lesion 13 Day 088 FG,Lesion 13 Day 102 FG,-0.6336867,5.6761003,2,hot
MOX+RIF,BO38,14,-443.56,-281.16,-490.63,-546.6,-518.58,-572.71,-451.0,-278.0,-503.0,-549.0,-522.0,-575.0,144.99,144.82,120.37,99.8,82.75,79.05,0.68,1.24,0.5,0.35,0.29,0.26,0.67,1.23,0.51,0.35,0.29,0.26,0.12,0.23,0.08,0.02,0.02,0.01,0.93,1.72,0.75,0.43,0.39,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.3978494623655914,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.48,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,false,false,false,false,false,false,Lesion 14 Day 033 FG,Lesion 14 Day 046 FG,Lesion 14 Day 062 FG,Lesion 14 Day 074 FG,Lesion 14 Day 088 FG,Lesion 14 Day 102 FG,9.348728,7.914293,8,cool
MOX+RIF,BO42,1,-575.92,-503.57,-553.27,-628.8,-679.89,-596.31,-589.0,-513.0,-562.0,-622.0,-680.0,-588.0,78.48,87.64,81.53,57.2,55.89,49.0,0.44,0.43,0.43,0.52,0.58,0.46,0.44,0.42,0.43,0.52,0.57,0.45,0.01,0.03,0.02,0.05,0.07,0.03,0.48,0.48,0.48,0.62,0.7,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.48,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 01 Day 033 AA,Lesion 01 Day 046 AA,Lesion 01 Day 062 AA,Lesion 01 Day 074 AA,Lesion 01 Day 088 AA,Lesion 01 Day 102 AA,12.261566,6.7991824,7,cool
MOX+RIF,BO42,2,-470.28,-376.41,-396.06,-414.95,-465.54,-535.22,-482.0,-393.0,-415.0,-429.0,-472.0,-545.0,89.7,134.53,140.2,118.32,95.85,74.9,0.6,0.62,0.61,0.49,0.49,0.43,0.6,0.62,0.61,0.49,0.48,0.42,0.04,0.07,0.06,0.04,0.06,0.02,0.67,0.75,0.74,0.62,0.72,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.48,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 02 Day 033 AA,Lesion 02 Day 046 AA,Lesion 02 Day 062 AA,Lesion 02 Day 074 AA,Lesion 02 Day 088 AA,Lesion 02 Day 102 AA,10.515679,6.4993753,7,cool
MOX+RIF,BO42,3,-439.63,-69.35,-102.98,-71.79,-104.52,-100.63,-493.0,-15.0,-30.0,-15.0,-48.0,-30.0,179.51,148.95679,175.01,155.33,179.17,176.6,1.21,2.49,2.52,1.69,1.44,1.35,1.07,2.07,2.39,1.56,1.08,1.01,0.47,1.33,0.97,0.84,0.97,0.93,3.09,5.94,5.04,3.7,4.52,4.58,0.01,0.0,0.17,0.11,0.09,0.1,0.01,0.0,0.17,0.11,0.09,0.1,0.0,0.0,0.12,0.08,0.06,0.07,0.08,0.36,0.51,0.36,0.38,0.36,0.08,0.36,0.51,0.36,0.38,0.36,0.003236245954692557,0.0,,,,,0.06,0.03,0.06,0.05,0.08,0.08,0.01,0.11,0.14,0.16,0.18,0.17,,,,,,0.78,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 03 Day 033 AA,Lesion 03 Day 046 AA,Lesion 03 Day 062 AA,Lesion 03 Day 074 AA,Lesion 03 Day 088 AA,Lesion 03 Day 102 AA,1.001485,9.349917,2,hot
MOX+RIF,BO42,4,-287.48,-130.60168,-127.4,-97.95,-149.99,-120.46,-314.0,-64.0,-53.0,-37.0,-78.0,-61.0,177.59,164.60883,171.46,164.43,185.52,172.85,1.16,2.88,2.42,1.72,1.28,1.49,1.0,2.46,2.21,1.67,1.02,1.26,0.54,1.43,1.13,0.74,0.7,0.79,3.13,7.08,5.58,3.61,3.87,4.93,0.03,0.0,0.26,0.19,0.12,0.14,0.03,0.0,0.26,0.19,0.12,0.14,0.01,0.0,0.2,0.12,0.07,0.08,0.17,1.23,0.84,0.58,0.57,0.6,0.17,1.23,0.84,0.58,0.57,0.6,0.009584664536741214,0.0,,,,,0.11,0.14,0.12,0.09,0.17,0.13,0.04,0.28,0.23,0.25,0.28,0.27,,,,,,1.08,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,true,true,true,true,true,true,Lesion 04az04bz06 Day 033 AA,Lesion 04az04bz06 Day 046 AA,Lesion 04az04bz06 Day 062 AA,Lesion 04az04bz06 Day 074 AA,Lesion 04az04bz06 Day 088 AA,Lesion 04az04bz06 Day 102 AA,-2.499485,6.5999255,0,hot
MOX+RIF,BO42,7,-420.24,-234.87,-278.26,-259.91,-380.11,-413.31,-433.0,-251.0,-286.0,-283.0,-388.0,-420.0,122.66,142.9,146.53,151.02,97.55,80.33,0.81,0.98,1.35,1.07,0.91,1.16,0.76,0.99,1.28,0.97,0.83,1.03,0.13,0.13,0.41,0.3,0.3,0.42,1.09,1.28,2.6,2.27,1.96,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.0,0.0,,,,,0.01,0.02,0.01,0.01,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,0.48,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 07 Day 033 AA,Lesion 07 Day 046 AA,Lesion 07 Day 062 AA,Lesion 07 Day 074 AA,Lesion 07 Day 088 AA,Lesion 07 Day 102 AA,7.779308,9.121706,3,cool
MOX+RIF,BO42,8,-342.59,-217.71,-158.33,-128.85,-279.16,-310.38,-367.0,-222.0,-118.0,-75.0,-279.0,-323.0,136.1,163.74,154.01,159.78,176.8,157.26,0.93,1.8,2.34,1.6,0.6,0.62,0.84,1.3,2.14,1.38,0.52,0.52,0.38,1.29,1.29,0.81,0.26,0.3,1.96,6.76,5.53,4.07,2.26,2.09,0.01,0.0,0.18,0.18,0.0,0.01,0.01,0.0,0.18,0.18,0.0,0.01,0.0,0.0,0.15,0.11,0.0,0.0,0.06,0.55,0.65,0.62,0.14,0.11,0.06,0.55,0.65,0.62,0.14,0.11,0.005102040816326531,,,,,,0.06,0.19,0.12,0.14,0.17,0.14,0.01,0.12,0.16,0.24,0.07,0.03,,,,,,0.78,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,true,true,true,true,true,true,Lesion 08az08b Day 033 AA,Lesion 08az08b Day 046 AA,Lesion 08az08b Day 062 AA,Lesion 08az08b Day 074 AA,Lesion 08az08b Day 088 AA,Lesion 08az08b Day 102 AA,-4.1057,10.732019,5,hot
MOX+RIF,BO42,9,-280.23,-160.01,-139.28,-121.22,-166.43,-158.4,-291.0,-125.0,-73.0,-65.0,-134.0,-115.0,150.02,145.43,168.75,147.97,147.47,161.7,1.12,2.81,2.43,1.72,1.32,1.48,0.99,2.44,2.35,1.67,1.06,1.27,0.56,1.41,1.05,0.66,0.78,0.82,2.59,6.32,5.08,3.31,3.73,4.04,0.01,0.0,0.23,0.17,0.12,0.21,0.01,0.0,0.23,0.17,0.12,0.21,0.01,0.0,0.18,0.1,0.07,0.13,0.06,0.85,0.72,0.48,0.48,0.78,0.06,0.85,0.72,0.48,0.48,0.78,0.003861003861003861,,,,,,0.04,0.14,0.11,0.09,0.17,0.21,0.01,0.16,0.2,0.19,0.2,0.31,,,,,,0.96,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 09 Day 033 AA,Lesion 09 Day 046 AA,Lesion 09 Day 062 AA,Lesion 09 Day 074 AA,Lesion 09 Day 088 AA,Lesion 09 Day 102 AA,-1.5270665,6.783377,0,hot
MOX+RIF,BO42,10,-275.16,-176.62,-197.14,-212.19,-230.81,-199.3,-286.0,-151.0,-174.0,-199.0,-222.0,-183.0,155.53,131.04,154.36,150.0,121.2,127.37,0.99,1.52,1.07,0.96,0.83,1.25,0.99,1.37,0.94,0.84,0.77,1.21,0.1,0.68,0.49,0.43,0.26,0.29,1.16,3.44,2.62,2.13,1.81,2.35,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.11,0.06,0.06,0.05,0.05,0.01,0.11,0.06,0.06,0.05,0.05,0.0,,,,,,0.01,0.04,0.03,0.04,0.05,0.02,0.0,0.04,0.03,0.03,0.02,0.02,,,,,,0.96,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 10 Day 033 AA,Lesion 10 Day 046 AA,Lesion 10 Day 062 AA,Lesion 10 Day 074 AA,Lesion 10 Day 088 AA,Lesion 10 Day 102 AA,5.739571,10.431108,3,cool
MOX+RIF,BO42,11,-307.27,-223.67,-155.96,-167.47,-190.05,-219.0,-316.0,-208.0,-92.0,-87.0,-165.0,-228.0,148.14,177.2,171.97,186.62,159.74,154.04,0.97,2.41,2.38,1.59,0.97,1.24,0.88,1.99,2.22,1.51,0.86,1.12,0.42,1.49,1.04,0.78,0.59,0.64,2.48,7.3,5.18,3.7,3.04,3.6,0.01,0.08,0.23,0.19,0.05,0.07,0.01,0.08,0.23,0.19,0.05,0.07,0.0,0.06,0.17,0.11,0.02,0.03,0.12,0.55,0.71,0.61,0.27,0.31,0.12,0.55,0.71,0.61,0.27,0.31,0.004032258064516129,,,,,,0.1,0.13,0.13,0.15,0.14,0.16,0.02,0.1,0.18,0.22,0.13,0.08,,,,,,0.96,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,true,true,true,true,true,true,Lesion 11az11b Day 033 AA,Lesion 11az11b Day 046 AA,Lesion 11az11b Day 062 AA,Lesion 11az11b Day 074 AA,Lesion 11az11b Day 088 AA,Lesion 11az11b Day 102 AA,-1.0597961,5.1605964,5,hot
MOX+RIF,BO42,12,-211.26,-64.93,-30.38,-37.53,-75.17,-64.65,-205.0,-16.0,-3.0,-6.0,-23.0,-18.0,162.88,138.93,112.26,119.85,145.73,137.85,1.97,3.71,3.56,2.52,1.95,1.99,1.77,3.66,3.59,2.56,1.73,1.74,0.87,1.83,1.28,0.99,1.07,1.09,5.22,8.22,6.62,4.68,4.69,5.21,0.46,0.24,2.37,2.26,1.45,1.63,0.46,0.24,2.37,2.26,1.45,1.63,0.29,0.16,2.16,1.9,1.13,1.19,1.38,7.74,8.99,7.13,5.06,5.68,1.38,7.73,8.96,7.12,5.06,5.67,0.08812260536398468,,,,,,0.4,0.35,0.26,0.33,0.55,0.59,0.28,1.74,2.19,2.52,2.07,2.22,,,,,,1.48,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,true,true,true,true,true,true,Lesion 12z15z16 Day 033 AA,Lesion 12z15z16 Day 046 AA,Lesion 12z15z16 Day 062 AA,Lesion 12z15z16 Day 074 AA,Lesion 12z15z16 Day 088 AA,Lesion 12z15z16 Day 102 AA,-5.0630774,6.403775,0,hot
MOX+RIF,BO42,13,-355.47,-455.37,-463.87,-571.54,-587.03,-560.9,-385.0,-477.0,-477.0,-579.0,-596.0,-570.0,135.35,114.56,95.39,86.37,82.38,93.64,0.59,0.43,0.41,0.46,0.43,0.39,0.59,0.43,0.42,0.46,0.42,0.39,0.04,0.04,0.03,0.05,0.03,0.03,0.66,0.55,0.46,0.6,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.48,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 13 Day 033 AA,Lesion 13 Day 046 AA,Lesion 13 Day 062 AA,Lesion 13 Day 074 AA,Lesion 13 Day 088 AA,Lesion 13 Day 102 AA,11.270894,6.3349414,7,cool
MOX+RIF,BO42,14,-417.28,-319.99,-241.84,-321.87,-422.85,-564.45,-440.0,-347.0,-249.0,-329.0,-439.0,-575.0,103.46,181.21,141.64,179.25,106.08,123.85,0.52,0.73,0.66,0.57,0.42,0.47,0.51,0.73,0.61,0.56,0.41,0.47,0.04,0.14,0.16,0.12,0.05,0.04,0.62,1.03,1.12,0.87,0.57,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,,,,,,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.48,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,false,false,false,false,false,false,Lesion 14 Day 033 AA,Lesion 14 Day 046 AA,Lesion 14 Day 062 AA,Lesion 14 Day 074 AA,Lesion 14 Day 088 AA,Lesion 14 Day 102 AA,8.271222,4.056808,8,cool
INH,BP02,1,-237.1,-83.81,-60.99,-68.57,-183.7,-207.14,-228.0,-40.0,-3.78,-11.0,-183.0,-220.0,170.75,146.18,158.63,157.83,193.64,182.06,1.49,3.13,2.12,1.98,1.21,0.68,1.3,3.04,2.12,2.02,1.22,0.66,0.65,1.34,0.99,0.87,0.42,0.13,3.5,7.42,5.09,4.21,2.56,1.3,0.06,0.22,0.26,0.19,0.05,0.0,0.06,0.22,0.26,0.19,0.05,0.0,0.03,0.19,0.2,0.15,0.01,0.0,0.23,0.78,0.79,0.59,0.25,0.07,0.22,0.78,0.78,0.58,0.24,0.06,0.017142857142857144,0.029649595687331536,0.05108055009823183,0.04513064133016627,0.01953125,0.0,0.09,0.08,0.07,0.06,0.1,0.06,0.05,0.18,0.3,0.23,0.09,0.04,,,,,,3.51,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,true,true,true,true,true,true,Lesion 01z02z05 Day 034 AA,Lesion 01z02z05 Day 045 AA,Lesion 01z02z05 Day 061 AA,Lesion 01z02z05 Day 073 AA,Lesion 01z02z05 Day 087 AA,Lesion 01z02z05 Day 101 AA,-0.28087074,8.204369,2,hot
INH,BP02,3,-330.57,-106.43,-97.51,-104.45,-207.44,-241.34,-361.0,-68.0,-32.86,-50.0,-208.0,-226.0,169.27,141.05,159.47,153.0,225.53,173.47,0.93,1.86,1.26,1.03,0.81,0.62,0.92,1.59,1.12,0.96,0.81,0.62,0.17,0.81,0.46,0.28,0.08,0.09,1.32,4.55,2.51,1.87,1.02,0.85,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.09,0.06,0.03,0.01,0.01,0.01,0.09,0.06,0.03,0.01,0.01,0.0,0.006593406593406593,0.003984063745019921,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.03,0.03,0.02,0.01,0.0,,,,,,2.15,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 03 Day 034 AA,Lesion 03 Day 045 AA,Lesion 03 Day 061 AA,Lesion 03 Day 073 AA,Lesion 03 Day 087 AA,Lesion 03 Day 101 AA,2.9703212,10.57067,4,hot
